prefix,URI,Title,Languages,VersionName,VersionDate,Link,Folder
onc,http://www.ics.forth.gr/isl/oncm/core,Open NEE Configuration Model, en ,v2015-03-25,2015-03-25,https://lov.linkeddata.es/dataset/lov/vocabs/onc/versions/2015-03-25.n3,LOV_Full
ont,http://purl.org/net/ns/ontology-annot,Ontology annotation DLiser vocabulary, ja ,v0.12,2007-11-07,https://lov.linkeddata.es/dataset/lov/vocabs/ont/versions/2007-11-07.n3,LOV_Full
ontolex,http://www.w3.org/ns/lemon/ontolex,Lexicon Model for Ontologies - Core, af de en es fr it nl pt ro ru sv ,v1.1,2016-01-10,https://lov.linkeddata.es/dataset/lov/vocabs/ontolex/versions/2016-01-10.n3,LOV_Full
ontopic,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl,Ontopic Ontology, en it ,v1.5,2010-02-05,https://lov.linkeddata.es/dataset/lov/vocabs/ontopic/versions/2010-02-05.n3,LOV_Full
ontosec,http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl,Ontology Security, en ,v2013-05-22,2013-05-22,https://lov.linkeddata.es/dataset/lov/vocabs/ontosec/versions/2013-05-22.n3,LOV_Full
ontouml,https://w3id.org/ontouml,OntoUML Metamodel Vocabulary, en ,v1.1.0,2023-07-27,https://lov.linkeddata.es/dataset/lov/vocabs/ontouml/versions/2023-07-27.n3,LOV_Full
onyx,http://www.gsi.dit.upm.es/ontologies/onyx/ns,Onyx Emotion Ontology, en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/onyx/versions/2015-01-11.n3,LOV_Full
oo,http://purl.org/openorg/,Open Organisations, ,v2013-04-17,2013-04-17,https://lov.linkeddata.es/dataset/lov/vocabs/oo/versions/2013-04-17.n3,LOV_Full
op,http://environment.data.gov.au/def/op,Observable properties, en ,v4.0,2016-02-28,https://lov.linkeddata.es/dataset/lov/vocabs/op/versions/2016-02-28.n3,LOV_Full
seas-op,https://w3id.org/seas/OperatingOntology,The SEAS Failable System ontology, en ,v1.0,2016-07-24,https://lov.linkeddata.es/dataset/lov/vocabs/seas-op/versions/2016-07-24.n3,LOV_Full
opmo,http://openprovenance.org/model/opmo,Open Provenance Model, en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/opmo/versions/2015-01-11.n3,LOV_Full
opmv,http://purl.org/net/opmv/ns#,Open Provenance Model Vocabulary, en ,v2010-10-06,2010-10-06,https://lov.linkeddata.es/dataset/lov/vocabs/opmv/versions/2010-10-06.n3,LOV_Full
opmw,http://www.opmw.org/ontology/,The OPMW Ontology, en ,v3.1,2014-12-22,https://lov.linkeddata.es/dataset/lov/vocabs/opmw/versions/2014-12-22.n3,LOV_Full
opo,http://online-presence.net/opo/ns#,Online Presence Ontology, en ,v0.52,2010-07-01,https://lov.linkeddata.es/dataset/lov/vocabs/opo/versions/2010-07-01.n3,LOV_Full
opus,http://lsdis.cs.uga.edu/projects/semdis/opus#,SwetoDblp Ontology of Computer Science Publications, ,v2007-05-01,2007-05-01,https://lov.linkeddata.es/dataset/lov/vocabs/opus/versions/2007-05-01.n3,LOV_Full
orca,http://vocab.deri.ie/orca,"orca, the Ontology of Reasoning, Certainty and Attribution", en ,v2012-11-09,2012-11-09,https://lov.linkeddata.es/dataset/lov/vocabs/orca/versions/2012-11-09.n3,LOV_Full
ore,http://www.openarchives.org/ore/terms/,The OAI ORE terms vocabulary, ,v1.0,2008-10-17,https://lov.linkeddata.es/dataset/lov/vocabs/ore/versions/2008-10-17.n3,LOV_Full
org,http://www.w3.org/ns/org#,Core organization ontology, en es fr it ja ,v0.8,2014-04-12,https://lov.linkeddata.es/dataset/lov/vocabs/org/versions/2014-04-12.n3,LOV_Full
orges,http://datos.gob.es/def/sector-publico/organizacion#,Ontology about Spanish public organizations, es ,v1.0.0,2015-02-19,https://lov.linkeddata.es/dataset/lov/vocabs/orges/versions/2015-02-19.n3,LOV_Full
osadm,http://data.ordnancesurvey.co.uk/ontology/admingeo/,The administrative geography and civil voting area ontology, en ,v2013-09-04,2013-09-04,https://lov.linkeddata.es/dataset/lov/vocabs/osadm/versions/2013-09-04.n3,LOV_Full
osgeom,http://data.ordnancesurvey.co.uk/ontology/geometry/,Ordnance Survey Geometry Ontology, ,v2012-10-08,2012-10-08,https://lov.linkeddata.es/dataset/lov/vocabs/osgeom/versions/2012-10-08.n3,LOV_Full
oslc,http://open-services.net/ns/core#,OSLC Core Vocabulary, ,v2014-05-23,2014-05-23,https://lov.linkeddata.es/dataset/lov/vocabs/oslc/versions/2014-05-23.n3,LOV_Full
oslo,http://purl.org/oslo/ns/localgov,OSLO Exchange Standard, en fr ,v1.1,2014-05-30,https://lov.linkeddata.es/dataset/lov/vocabs/oslo/versions/2014-05-30.n3,LOV_Full
osp,http://data.lirmm.fr/ontologies/osp,Ontologie du Service Public, ,v2013-03-07,2013-03-07,https://lov.linkeddata.es/dataset/lov/vocabs/osp/versions/2013-03-07.n3,LOV_Full
osr,http://contextus.net/ontology/ontomedia/core/space#,OntoMedia Space Representation, en ,v2014-06-19,2014-06-19,https://lov.linkeddata.es/dataset/lov/vocabs/osr/versions/2014-06-19.n3,LOV_Full
osspr,http://data.ordnancesurvey.co.uk/ontology/spatialrelations/,Spatial Relations Ontology, en ,v2013-09-04,2013-09-04,https://lov.linkeddata.es/dataset/lov/vocabs/osspr/versions/2013-09-04.n3,LOV_Full
ostop,http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl,Ordnance Survey Topography Ontology, ,v0.1,2008-02-24,https://lov.linkeddata.es/dataset/lov/vocabs/ostop/versions/2008-02-24.n3,LOV_Full
otl,https://w3id.org/opentrafficlights,The Open Traffic Lights ontology, en ,v2018-10-31,2018-10-31,https://lov.linkeddata.es/dataset/lov/vocabs/otl/versions/2018-10-31.n3,LOV_Full
oum,http://www.ontology-of-units-of-measure.org/resource/om-2/,Ontology of units of Measure (OM), en ja nl zh ,v2.0.22,2020-06-06,https://lov.linkeddata.es/dataset/lov/vocabs/oum/versions/2020-06-06.n3,LOV_Full
ov,http://open.vocab.org/terms,OpenVocab, en ,v2011-11-25,2011-11-25,https://lov.linkeddata.es/dataset/lov/vocabs/ov/versions/2011-11-25.n3,LOV_Full
owl,http://www.w3.org/2002/07/owl,The OWL 2 Schema vocabulary, ,v2009-11-15,2009-11-15,https://lov.linkeddata.es/dataset/lov/vocabs/owl/versions/2009-11-15.n3,LOV_Full
p-plan,http://purl.org/net/p-plan#,The P-PLAN Ontology, en ,v1.3,2014-03-12,https://lov.linkeddata.es/dataset/lov/vocabs/p-plan/versions/2014-03-12.n3,LOV_Full
parl,http://reference.data.gov.uk/def/parliament,Parliament Ontology, en ,v2010-06-17,2010-06-17,https://lov.linkeddata.es/dataset/lov/vocabs/parl/versions/2010-06-17.n3,LOV_Full
part,http://purl.org/vocab/participation/schema,Participation Schema, en ,v1.0,2008-09-25,https://lov.linkeddata.es/dataset/lov/vocabs/part/versions/2008-09-25.n3,LOV_Full
passim,http://data.lirmm.fr/ontologies/passim,PASSIM ontology, ,v2014-07-22,2014-07-22,https://lov.linkeddata.es/dataset/lov/vocabs/passim/versions/2014-07-22.n3,LOV_Full
pat,http://purl.org/hpi/patchr#,Patch Request Ontology, en ,Rev-0.6,2015-01-20,https://lov.linkeddata.es/dataset/lov/vocabs/pat/versions/2015-01-20.n3,LOV_Full
pattern,http://www.essepuntato.it/2008/12/pattern,The Pattern Ontology, en ,v1.4.2,2013-07-16,https://lov.linkeddata.es/dataset/lov/vocabs/pattern/versions/2013-07-16.n3,LOV_Full
pav,http://purl.org/pav/,"Provenance, Authoring and Versioning", en ,v2.3.1,2014-08-28,https://lov.linkeddata.es/dataset/lov/vocabs/pav/versions/2014-08-28.n3,LOV_Full
pay,http://reference.data.gov.uk/def/payment#,Payments ontology, en ,v0.7,2010-11-16,https://lov.linkeddata.es/dataset/lov/vocabs/pay/versions/2010-11-16.n3,LOV_Full
pbo,http://purl.org/ontology/pbo/core#,Play Back Ontology, en ,v0.6,2010-09-13,https://lov.linkeddata.es/dataset/lov/vocabs/pbo/versions/2010-09-13.n3,LOV_Full
pc,http://purl.org/procurement/public-contracts,Public Contracts Ontology, cs de en fr ,v2012-10-10,2012-10-10,https://lov.linkeddata.es/dataset/lov/vocabs/pc/versions/2012-10-10.n3,LOV_Full
pdo,http://vocab.deri.ie/pdo,Project Documents Ontology, ,v1.0,2010-07-09,https://lov.linkeddata.es/dataset/lov/vocabs/pdo/versions/2010-07-09.n3,LOV_Full
peco,https://w3id.org/peco,The Provenance of Emission Calculations Ontology, en ,v2023-05-08,2023-05-08,https://lov.linkeddata.es/dataset/lov/vocabs/peco/versions/2023-05-08.n3,LOV_Full
pep,https://w3id.org/pep/,Process Execution ontology., en ,v1.1,2016-07-01,https://lov.linkeddata.es/dataset/lov/vocabs/pep/versions/2016-07-01.n3,LOV_Full
person,http://www.w3.org/ns/person,ISA Programme Person Core Vocabulary, en ,v2014-06-19,2014-06-19,https://lov.linkeddata.es/dataset/lov/vocabs/person/versions/2014-06-19.n3,LOV_Full
pext,http://www.ontotext.com/proton/protonext,PROTON Extent module, en ,v3.0,2014-01-28,https://lov.linkeddata.es/dataset/lov/vocabs/pext/versions/2014-01-28.n3,LOV_Full
phdd,http://rdf-vocabulary.ddialliance.org/phdd,Physical Data Description, en ,v1.0,2014-05-25,https://lov.linkeddata.es/dataset/lov/vocabs/phdd/versions/2014-05-25.n3,LOV_Full
pico,http://data.cochrane.org/ontologies/pico/,Cochrane PICO Ontology, en ,4.0.1,2019-09-06,https://lov.linkeddata.es/dataset/lov/vocabs/pico/versions/2019-09-06.n3,LOV_Full
pimsii,http://www.molmod.info/semantics/pims-ii.ttl,Physicalistic Interpretation of Modelling and Simulation - Interoperability Infrastructure (PIMS-II), en ,v2023-05-09,2023-05-09,https://lov.linkeddata.es/dataset/lov/vocabs/pimsii/versions/2023-05-09.n3,LOV_Full
place,http://purl.org/ontology/places,The Places Ontology, de en es fr zh ,v2010-11-27,2010-11-27,https://lov.linkeddata.es/dataset/lov/vocabs/place/versions/2010-11-27.n3,LOV_Full
plink,http://cedric.cnam.fr/isid/ontologies/PersonLink.owl,PersonLink Ontology, ar en fr ,v1.0,2015-02-14,https://lov.linkeddata.es/dataset/lov/vocabs/plink/versions/2015-02-14.n3,LOV_Full
plo,http://purl.org/net/po#,Playlist Ontology, en ,v2014-08-26,2014-08-26,https://lov.linkeddata.es/dataset/lov/vocabs/plo/versions/2014-08-26.n3,LOV_Full
pmlp,http://inference-web.org/2.0/pml-provenance.owl,PML2 provenance ontology, en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/pmlp/versions/2015-01-11.n3,LOV_Full
pmofn,http://premon.fbk.eu/ontology/fn,Predicate Model for Ontologies (PreMOn) - FrameNet ontology module, en ,v2017-08-23,2017-08-23,https://lov.linkeddata.es/dataset/lov/vocabs/pmofn/versions/2017-08-23.n3,LOV_Full
pmonb,http://premon.fbk.eu/ontology/nb,Predicate Model for Ontologies (PreMOn) - NomBank ontology module, en ,v2015-10-28,2015-10-28,https://lov.linkeddata.es/dataset/lov/vocabs/pmonb/versions/2015-10-28.n3,LOV_Full
pmopb,http://premon.fbk.eu/ontology/pb,Predicate Model for Ontologies (PreMOn) - PropBank ontology module, en ,v2015-10-28,2015-10-28,https://lov.linkeddata.es/dataset/lov/vocabs/pmopb/versions/2015-10-28.n3,LOV_Full
pmovn,http://premon.fbk.eu/ontology/vn,Predicate Model for Ontologies (PreMOn) - VerbNet ontology module, en ,v2015-10-28,2015-10-28,https://lov.linkeddata.es/dataset/lov/vocabs/pmovn/versions/2015-10-28.n3,LOV_Full
pna,http://data.press.net/ontology/asset/,Press.net Asset Ontology, en ,v0.3.1,2012-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/pna/versions/2012-01-11.n3,LOV_Full
pnc,http://data.press.net/ontology/classification/,Press.net Classification Ontology, en ,v0.2.2,2012-09-25,https://lov.linkeddata.es/dataset/lov/vocabs/pnc/versions/2012-09-25.n3,LOV_Full
pne,http://data.press.net/ontology/event/,Press.net Event Ontology, en ,v0.5.0,2012-04-20,https://lov.linkeddata.es/dataset/lov/vocabs/pne/versions/2012-04-20.n3,LOV_Full
pni,http://data.press.net/ontology/identifier/,SNaP Identifier Ontology, en ,v0.3.0,2012-03-21,https://lov.linkeddata.es/dataset/lov/vocabs/pni/versions/2012-03-21.n3,LOV_Full
pns,http://data.press.net/ontology/stuff/,Press.net Stuff Ontology, en ,v0.4.1,2012-06-18,https://lov.linkeddata.es/dataset/lov/vocabs/pns/versions/2012-06-18.n3,LOV_Full
pnt,http://data.press.net/ontology/tag/,Press.net Tag Ontology, en ,v0.3.0,2011-10-03,https://lov.linkeddata.es/dataset/lov/vocabs/pnt/versions/2011-10-03.n3,LOV_Full
po,http://purl.org/ontology/po/,Programmes ontology, en ,v1.1,2010-02-20,https://lov.linkeddata.es/dataset/lov/vocabs/po/versions/2010-02-20.n3,LOV_Full
poder,http://dev.poderopedia.com/vocab/schema,Poder Vocabulary, en es ,v0.8,2012-05-17,https://lov.linkeddata.es/dataset/lov/vocabs/poder/versions/2012-05-17.n3,LOV_Full
poso,http://purl.org/poso/,Positioning System Ontology, en nl ,v1.0,2022-07-25,https://lov.linkeddata.es/dataset/lov/vocabs/poso/versions/2022-07-25.n3,LOV_Full
posocm,http://purl.org/poso/common/,"Positioning System Ontology Common Technologies, Algorithms and Systems", en ru ,v1.0,2022-07-25,https://lov.linkeddata.es/dataset/lov/vocabs/posocm/versions/2022-07-25.n3,LOV_Full
postcode,http://data.ordnancesurvey.co.uk/ontology/postcode/,Postcode Ontology, en ,v2013-09-04,2013-09-04,https://lov.linkeddata.es/dataset/lov/vocabs/postcode/versions/2013-09-04.n3,LOV_Full
poste,http://data.lirmm.fr/ontologies/poste,Ontologie de la Poste, fr ,v2014-05-21,2014-05-21,https://lov.linkeddata.es/dataset/lov/vocabs/poste/versions/2014-05-21.n3,LOV_Full
ppo,http://vocab.deri.ie/ppo,Privacy Preference Ontology, ,v2013-11-13,2013-11-13,https://lov.linkeddata.es/dataset/lov/vocabs/ppo/versions/2013-11-13.n3,LOV_Full
pproc,http://contsem.unizar.es/def/sector-publico/pproc,PPROC ontology, en es ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/pproc/versions/2015-01-11.n3,LOV_Full
pr,http://purl.org/ontology/prv/core#,Property Reification Vocabulary, en ,v0.11,2011-02-19,https://lov.linkeddata.es/dataset/lov/vocabs/pr/versions/2011-02-19.n3,LOV_Full
premis,http://www.loc.gov/premis/rdf/v1,PREMIS Ontology, en ,v2018.1012,2018-10-12,https://lov.linkeddata.es/dataset/lov/vocabs/premis/versions/2018-10-12.n3,LOV_Full
prissma,http://ns.inria.fr/prissma/v2#,Presentation of Resources for Interoperable Semantic and Shareable Mobile Adaptability, en ,v2.0,2012-03-20,https://lov.linkeddata.es/dataset/lov/vocabs/prissma/versions/2012-03-20.n3,LOV_Full
pro,http://purl.org/spar/pro,The Publishing Roles Ontology, en it ,v1.5.3,2013-12-18,https://lov.linkeddata.es/dataset/lov/vocabs/pro/versions/2013-12-18.n3,LOV_Full
prof,http://www.w3.org/ns/dx/prof,Profiles Vocabulary, en ,v1.0,2018-02-16,https://lov.linkeddata.es/dataset/lov/vocabs/prof/versions/2018-02-16.n3,LOV_Full
prog,http://purl.org/prog/,The Event Programme Vocabulary, ,v2009-11-01,2009-11-01,https://lov.linkeddata.es/dataset/lov/vocabs/prog/versions/2009-11-01.n3,LOV_Full
prov,http://www.w3.org/ns/prov#,W3C PROVenance Interchange, en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/prov/versions/2015-01-11.n3,LOV_Full
provoc,http://ns.inria.fr/provoc,Product Vocabulary, en fr ,v1.0,2016-02-18,https://lov.linkeddata.es/dataset/lov/vocabs/provoc/versions/2016-02-18.n3,LOV_Full
prv,http://purl.org/net/provenance/ns#,Provenance Vocabulary Core Ontology, en ,v0.6,2012-03-14,https://lov.linkeddata.es/dataset/lov/vocabs/prv/versions/2012-03-14.n3,LOV_Full
prvt,http://purl.org/net/provenance/types#,Provenance Vocabulary types, en ,v2012.0314,2012-03-14,https://lov.linkeddata.es/dataset/lov/vocabs/prvt/versions/2012-03-14.n3,LOV_Full
psh,http://ns.inria.fr/probabilistic-shacl/,Probabilistic SHACL Validation, en ,v1.0,2023-03-16,https://lov.linkeddata.es/dataset/lov/vocabs/psh/versions/2023-03-16.n3,LOV_Full
pso,http://purl.org/spar/pso,The Publishing Status Ontology, en ,v1.71,2014-02-01,https://lov.linkeddata.es/dataset/lov/vocabs/pso/versions/2014-02-01.n3,LOV_Full
ptop,http://www.ontotext.com/proton/protontop,"PROTON (Proto Ontology), Top Module", en ,v3.0,2012-02-13,https://lov.linkeddata.es/dataset/lov/vocabs/ptop/versions/2012-02-13.n3,LOV_Full
pubsub,https://vocab.eccenca.com/pubsub/,Eccenca Publish-Subscribe Vocabulary, en ,v2016-07-12,2016-07-12,https://lov.linkeddata.es/dataset/lov/vocabs/pubsub/versions/2016-07-12.n3,LOV_Full
puv,https://w3id.org/env/puv,Parameter Usage Vocabulary ontology, en ,v2021.0317,2021-03-17,https://lov.linkeddata.es/dataset/lov/vocabs/puv/versions/2021-03-17.n3,LOV_Full
pwo,http://purl.org/spar/pwo,The Publishing Workflow Ontology, en ,v2.2,2015-06-18,https://lov.linkeddata.es/dataset/lov/vocabs/pwo/versions/2015-06-18.n3,LOV_Full
qb,http://purl.org/linked-data/cube,The data cube vocabulary, en ,v2014-07-31,2014-07-31,https://lov.linkeddata.es/dataset/lov/vocabs/qb/versions/2014-07-31.n3,LOV_Full
qb4o,http://purl.org/qb4olap/cubes,Vocabulary for publishing OLAP data cubes, en ,v1.3,2015-07-11,https://lov.linkeddata.es/dataset/lov/vocabs/qb4o/versions/2015-07-11.n3,LOV_Full
qu,http://purl.oclc.org/NET/ssnx/qu/qu,Quantity Kinds and Units, ,v2011-06-20,2011-06-20,https://lov.linkeddata.es/dataset/lov/vocabs/qu/versions/2011-06-20.n3,LOV_Full
sw-quality,https://w3id.org/squap/,SQuAP Ontology, ,v2019-07-16,2019-07-16,https://lov.linkeddata.es/dataset/lov/vocabs/sw-quality/versions/2019-07-16.n3,LOV_Full
qudt,http://qudt.org/schema/qudt,"Quantities, Units, Dimensions and Types", ,v2.1.2,2020-04-20,https://lov.linkeddata.es/dataset/lov/vocabs/qudt/versions/2020-04-20.n3,LOV_Full
seas-qudt,https://w3id.org/seas/QUDTAlignment,QUDT Alignment., en ,v1.0,2016-09-19,https://lov.linkeddata.es/dataset/lov/vocabs/seas-qudt/versions/2016-09-19.n3,LOV_Full
r4r,http://guava.iis.sinica.edu.tw/r4r,Relations for Reusing (R4R) Ontology, ,v2015-03-11,2015-03-11,https://lov.linkeddata.es/dataset/lov/vocabs/r4r/versions/2015-03-11.n3,LOV_Full
radion,http://www.w3.org/ns/radion#,Repository Asset Distribution, en ,v1.2,2012-10-11,https://lov.linkeddata.es/dataset/lov/vocabs/radion/versions/2012-10-11.n3,LOV_Full
rains,https://w3id.org/rains,The RAInS Ontology, en ,v2022-05-09,2022-05-09,https://lov.linkeddata.es/dataset/lov/vocabs/rains/versions/2022-05-09.n3,LOV_Full
rami,https://w3id.org/i40/rami/,rami - Reference Architecture Model, de en ,v2015-11-30,2015-11-30,https://lov.linkeddata.es/dataset/lov/vocabs/rami/versions/2015-11-30.n3,LOV_Full
raul,http://vocab.deri.ie/raul,RAUL Vocabulary, ,v2013-02-22,2013-02-22,https://lov.linkeddata.es/dataset/lov/vocabs/raul/versions/2013-02-22.n3,LOV_Full
rb,https://w3id.org/riverbench/schema/metadata,RiverBench metadata ontology, en ,v2023-05-08,2023-05-08,https://lov.linkeddata.es/dataset/lov/vocabs/rb/versions/2023-05-08.n3,LOV_Full
rbdoc,https://w3id.org/riverbench/schema/documentation,RiverBench documentation ontology, en ,v2023-05-08,2023-05-08,https://lov.linkeddata.es/dataset/lov/vocabs/rbdoc/versions/2023-05-08.n3,LOV_Full
rdaa,http://rdaregistry.info/Elements/a,RDA Agent properties, en ,v2.4.1,2015-12-31,https://lov.linkeddata.es/dataset/lov/vocabs/rdaa/versions/2015-12-31.n3,LOV_Full
rdac,http://rdaregistry.info/Elements/c,RDA Classes, en ,v2.4.1,2015-12-31,https://lov.linkeddata.es/dataset/lov/vocabs/rdac/versions/2015-12-31.n3,LOV_Full
rdae,http://rdaregistry.info/Elements/e,RDA Expression properties, en ,v2014-07-30,2014-07-30,https://lov.linkeddata.es/dataset/lov/vocabs/rdae/versions/2014-07-30.n3,LOV_Full
rdafrbr,http://rdvocab.info/uri/schema/FRBRentitiesRDA,FRBR Entities for RDA, en ,v2012-03-26,2012-03-26,https://lov.linkeddata.es/dataset/lov/vocabs/rdafrbr/versions/2012-03-26.n3,LOV_Full
rdag1,http://rdvocab.info/Elements,RDA Group 1 Elements, en ,v2012-08-30,2012-08-30,https://lov.linkeddata.es/dataset/lov/vocabs/rdag1/versions/2012-08-30.n3,LOV_Full
rdag2,http://rdvocab.info/ElementsGr2,RDA Group 2 Elements, en ,v2011-10-13,2011-10-13,https://lov.linkeddata.es/dataset/lov/vocabs/rdag2/versions/2011-10-13.n3,LOV_Full
rdag3,http://rdvocab.info/ElementsGr3,RDA Group 3 Elements, en ,v2011-08-01,2011-08-01,https://lov.linkeddata.es/dataset/lov/vocabs/rdag3/versions/2011-08-01.n3,LOV_Full
rdai,http://rdaregistry.info/Elements/i,RDA Item properties, en ,v2.4.1,2015-12-31,https://lov.linkeddata.es/dataset/lov/vocabs/rdai/versions/2015-12-31.n3,LOV_Full
rdam,http://rdaregistry.info/Elements/m,RDA Manifestation properties, en ,v2.4.1,2015-12-31,https://lov.linkeddata.es/dataset/lov/vocabs/rdam/versions/2015-12-31.n3,LOV_Full
rdarel,http://rdvocab.info/RDARelationshipsWEMI,"RDA Relationships for Works, Expressions, Manifestations, Items", en ,v2012-03-09,2012-03-09,https://lov.linkeddata.es/dataset/lov/vocabs/rdarel/versions/2012-03-09.n3,LOV_Full
rdarel2,http://metadataregistry.org/uri/schema/RDARelationshipsGR2,RDA Relationships GR2, de en ,v2013-04-15,2013-04-15,https://lov.linkeddata.es/dataset/lov/vocabs/rdarel2/versions/2013-04-15.n3,LOV_Full
rdarole,http://rdvocab.info/roles,RDA Roles, de en ,v2015-01-11,2015-01-11,https://lov.linkeddata.es/dataset/lov/vocabs/rdarole/versions/2015-01-11.n3,LOV_Full
rdau,http://rdaregistry.info/Elements/u,RDA Unconstrained properties, en ,v2015-12-30,2015-12-30,https://lov.linkeddata.es/dataset/lov/vocabs/rdau/versions/2015-12-30.n3,LOV_Full
rdaw,http://rdaregistry.info/Elements/w,RDA Work properties, en ,v2.4.1,2015-12-31,https://lov.linkeddata.es/dataset/lov/vocabs/rdaw/versions/2015-12-31.n3,LOV_Full
rdf,http://www.w3.org/1999/02/22-rdf-syntax-ns#,The RDF Concepts Vocabulary, ,v20191216,2019-12-16,https://lov.linkeddata.es/dataset/lov/vocabs/rdf/versions/2019-12-16.n3,LOV_Full
rdfa,http://www.w3.org/ns/rdfa#,"RDFa Vocabulary for Term and Prefix Assignment, and for Processor Graph Reporting", ,v2013-03-11,2013-03-11,https://lov.linkeddata.es/dataset/lov/vocabs/rdfa/versions/2013-03-11.n3,LOV_Full
rdfg,http://www.w3.org/2004/03/trix/rdfg-1/,Graph, ,v2004-12-31,2004-12-31,https://lov.linkeddata.es/dataset/lov/vocabs/rdfg/versions/2004-12-31.n3,LOV_Full
rdfp,https://w3id.org/rdfp/,The RDF Presentation ontology, en ,v2016-08-31,2016-08-31,https://lov.linkeddata.es/dataset/lov/vocabs/rdfp/versions/2016-08-31.n3,LOV_Full
rdfs,http://www.w3.org/2000/01/rdf-schema#,The RDF Schema vocabulary, ,W3C-Recommendation-v1.1,2014-02-25,https://lov.linkeddata.es/dataset/lov/vocabs/rdfs/versions/2014-02-25.n3,LOV_Full
rdft,http://www.w3.org/ns/rdftest,The RDF 1.1 Test Vocabulary, en ,v2014.0225,2014-02-25,https://lov.linkeddata.es/dataset/lov/vocabs/rdft/versions/2014-02-25.n3,LOV_Full
react,https://w3id.org/react,The REACT Ontology, en ,v0.3,2021-06-01,https://lov.linkeddata.es/dataset/lov/vocabs/react/versions/2021-06-01.n3,LOV_Full
rec,http://purl.org/ontology/rec/core#,Recommendation Ontology, en ,v0.3,2010-08-02,https://lov.linkeddata.es/dataset/lov/vocabs/rec/versions/2010-08-02.n3,LOV_Full
rec54,http://www.w3.org/2001/02pd/rec54#,Model of the W3C Process, ,v1.20,2014-06-12,https://lov.linkeddata.es/dataset/lov/vocabs/rec54/versions/2014-06-12.n3,LOV_Full
reco,http://purl.org/reco#,RECommendations Ontology, en ,v2011-08,2011-08-01,https://lov.linkeddata.es/dataset/lov/vocabs/reco/versions/2011-08-01.n3,LOV_Full
reegle,http://reegle.info/schema,Renewable Energy and Energy Efficiency, en ,v2014-06-10,2014-06-10,https://lov.linkeddata.es/dataset/lov/vocabs/reegle/versions/2014-06-10.n3,LOV_Full
rel,http://purl.org/vocab/relationship/,Relationship, en ,v2010-04-19,2010-04-19,https://lov.linkeddata.es/dataset/lov/vocabs/rel/versions/2010-04-19.n3,LOV_Full
remetca,http://www.purl.org/net/remetca#,ReMetCa Ontology, en ,v1.1,2014-10-14,https://lov.linkeddata.es/dataset/lov/vocabs/remetca/versions/2014-10-14.n3,LOV_Full
rev,http://purl.org/stuff/rev#,Review Vocabulary, en ,v2007-11-08,2007-11-08,https://lov.linkeddata.es/dataset/lov/vocabs/rev/versions/2007-11-08.n3,LOV_Full
rico,https://www.ica.org/standards/RiC/ontology,International Council on Archives Records in Contexts Ontology (ICA RiC-O), en es fr ,v0.2,2021-02-12,https://lov.linkeddata.es/dataset/lov/vocabs/rico/versions/2021-02-12.n3,LOV_Full
rlog,http://persistence.uni-leipzig.org/nlp2rdf/ontologies/rlog#,RDF Logging Ontology, en ,v1.1,2015-04-01,https://lov.linkeddata.es/dataset/lov/vocabs/rlog/versions/2015-04-01.n3,LOV_Full
rml,http://w3id.org/rml/core,RML: Generic Mapping Language for RDF, en ,v0.1.0,2023-06-15,https://lov.linkeddata.es/dataset/lov/vocabs/rml/versions/2023-06-15.n3,LOV_Full
rml-star,http://w3id.org/rml/star/,RML-star, en ,v0.1.0,2023-06-15,https://lov.linkeddata.es/dataset/lov/vocabs/rml-star/versions/2023-06-15.n3,LOV_Full
ro,http://purl.org/wf4ever/ro,The Research Object Ontology, en ,v2013-11-30,2013-11-30,https://lov.linkeddata.es/dataset/lov/vocabs/ro/versions/2013-11-30.n3,LOV_Full
roh,http://w3id.org/roh,The ASIO ontology, as ca en es eu fr gl pt ,v0.3,2022-01-01,https://lov.linkeddata.es/dataset/lov/vocabs/roh/versions/2022-01-01.n3,LOV_Full
rooms,http://vocab.deri.ie/rooms,Buildings and Rooms Vocabulary, ,v2012-10-02,2012-10-02,https://lov.linkeddata.es/dataset/lov/vocabs/rooms/versions/2012-10-02.n3,LOV_Full
rov,http://www.w3.org/ns/regorg,Registered Organization Vocabulary, en ,v2013-12-21,2013-12-21,https://lov.linkeddata.es/dataset/lov/vocabs/rov/versions/2013-12-21.n3,LOV_Full
rr,http://www.w3.org/ns/r2rml#,RDB to RDF Mapping Language Schema, en ,v2012-07-16,2012-07-16,https://lov.linkeddata.es/dataset/lov/vocabs/rr/versions/2012-07-16.n3,LOV_Full
